Sectors,Fund %,Category %
Basic Materials,—,6.79
Consumer Cyclical,—,1.75
Financial Services,—,1.51
Real Estate,—,5.11
Communication Services,—,6.38
Energy,—,19.56
Industrials,—,31.97
Technology,—,2.41
Consumer Defensive,—,0.21
Healthcare,—,0.95
Utilities,—,23.33
