,Values
NAV,"11,351.97"
Open Price,"11,385.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,121.0 / 695.4
Day Range,"11,295.00 – 11,390.00"
Year Range,"9,140.00 – 11,645.00"
SEC Yield ,—
12-Month Yield ,2.87%
Premium ,—
Expense Ratio,0.470%
Total Assets,11.4 Bil
