,Values
NAV,"11,284.34"
Open Price,"11,290.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,11.0 / 659.2
Day Range,"11,280.00 – 11,290.00"
Year Range,"9,140.00 – 11,645.00"
SEC Yield ,—
12-Month Yield ,2.87%
Premium ,—
Expense Ratio,0.470%
Total Assets,11.3 Bil
