,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-7.40,25.66
Fund (NAV),—,—,—,—,—,—,—,—,—,-7.62,26.98
+/ Category (NAV),—,—,—,—,—,—,—,—,—,4.16,14.00
+/- Index (Price),—,—,—,—,—,—,—,—,—,-2.74,12.07
Percentile Rank,—,—,—,—,—,—,—,—,—,21,7
# of Funds in Category,—,—,—,—,—,—,—,—,64,72,90
