,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.75,-0.66,-1.44,3.50,25.66,15.22,—,—,—,—,—
Total Return % (NAV),-0.75,1.05,-1.27,3.94,26.98,15.28,—,—,—,—,8.25
+/- Category (NAV),-0.37,0.49,2.14,2.39,14.00,10.22,—,—,—,—,—
+/- Index (NAV),-0.91,2.71,2.05,2.37,13.39,7.66,—,—,—,—,—
