,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,0.00
Non-U.S.Stock,99.88,0.00,99.88,97.04,98.17
Bonds,0.00,0.00,0.00,0.39,0.00
Other,0.00,0.00,0.00,0.14,1.83
Cash,0.12,1.62,1.74,4.66,0.00
Not Classified,0.00,0.00,0.00,0.24,0.00
