Sectors,Fund %,Category %
Basic Materials,10.76,9.15
Consumer Cyclical,20.30,17.36
Financial Services,8.22,6.02
Real Estate,0.92,1.52
Communication Services,0.46,0.59
Energy,1.82,0.85
Industrials,21.40,14.91
Technology,10.40,23.36
Consumer Defensive,12.76,7.26
Healthcare,11.95,18.74
Utilities,1.02,0.24
