,Values
Sustainability Rate,Low
Percent Rank in Global Category,96%
Historical Sustainability Score,36.16
Global Category,Korea Equity
Portfolio ESG,38.57
Controversy Deduction,1.97
Sustainability Score,36.60
Sustainability Mandate,No
