,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.53,2.33,-9.14,-14.08,-14.71,-19.16,—,—,—,—,—
Total Return % (NAV),-0.11,1.20,-9.17,-15.30,-14.23,-20.51,—,—,—,—,-11.20
+/- Category (NAV),-0.18,-0.70,0.51,-1.77,-4.80,-0.98,—,—,—,—,—
+/- Index (NAV),-0.06,0.30,1.33,0.57,0.82,-0.70,—,—,—,—,—
