,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,10.67,1.89,-8.04,-0.88,16.89,26.02,-14.50,-4.32
Fund (NAV),—,—,—,11.58,2.24,-8.09,-1.02,17.14,26.00,-14.47,-3.17
+/ Category (NAV),—,—,—,4.60,1.14,-3.01,-5.03,16.45,3.52,2.20,1.60
+/- Index (Price),—,—,—,-3.66,-0.63,-0.88,1.94,3.06,-6.22,3.14,-4.99
Percentile Rank,—,—,—,14,34,69,77,1,29,21,38
# of Funds in Category,—,—,"1,539","1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,325"
