,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.18,-1.02,-8.02,-5.83,-4.32,-9.41,3.41,1.97,—,—,—
Total Return % (NAV),0.03,-1.54,-7.11,-5.88,-3.17,-9.59,3.82,2.37,—,—,1.96
+/- Category (NAV),-0.01,-1.36,-0.08,2.08,1.60,4.14,4.86,3.10,—,—,—
+/- Index (NAV),-0.28,-0.90,-1.16,-1.41,-3.83,0.80,-0.61,-0.24,—,—,—
