,Values
NAV,"6,351.91"
Open Price,"6,380.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"89.0 / 16,068.1"
Day Range,"6,340.00 – 6,380.00"
Year Range,"6,300.00 – 7,540.00"
SEC Yield ,—
12-Month Yield ,2.84%
Premium ,—
Expense Ratio,0.240%
Total Assets,17.2 Bil
