,Values
Sustainability Rate,Average
Percent Rank in Global Category,57%
Historical Sustainability Score,46.14
Global Category,US Equity Large Cap Blend
Portfolio ESG,54.59
Controversy Deduction,7.92
Sustainability Score,46.67
Sustainability Mandate,No
