,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-7.35,16.65
Fund (NAV),—,—,—,—,—,—,—,—,—,-7.04,18.02
+/ Category (NAV),—,—,—,—,—,—,—,—,—,0.74,-1.46
+/- Index (Price),—,—,—,—,—,—,—,—,—,-2.30,-0.01
Percentile Rank,—,—,—,—,—,—,—,—,—,38,50
# of Funds in Category,—,—,—,—,—,—,—,—,155,199,262
