,Values
NAV,"12,220.51"
Open Price,"12,090.00"
Bid / Ask / Spread,"0.00 / 13,255.00 / 0.00%"
Volume / Avg,"2,981.0 / 11,029.4"
Day Range,"12,040.00 – 12,090.00"
Year Range,"9,690.00 – 13,045.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.440%
Total Assets,15.9 Bil
