,Values
NAV,"12,252.44"
Open Price,"12,020.00"
Bid / Ask / Spread,"0.00 / 13,180.00 / 0.00%"
Volume / Avg,"7,740.0 / 11,167.0"
Day Range,"11,860.00 – 12,020.00"
Year Range,"9,690.00 – 13,045.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.440%
Total Assets,15.9 Bil
