Sectors,Fund %,Category %
Basic Materials,2.04,2.58
Consumer Cyclical,12.37,14.19
Financial Services,16.05,12.88
Real Estate,2.56,1.61
Communication Services,3.36,2.20
Energy,5.23,2.69
Industrials,10.35,10.51
Technology,23.76,26.91
Consumer Defensive,7.54,7.87
Healthcare,13.59,17.22
Utilities,3.14,1.36
