,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.16,-2.08,-4.99,1.22,16.02,1.57,—,—,—,—,—
Total Return % (NAV),1.47,1.60,-2.30,4.13,18.33,4.03,—,—,—,—,9.65
+/- Category (NAV),0.48,0.07,-1.12,0.58,-1.18,0.85,—,—,—,—,—
+/- Index (NAV),1.26,4.80,3.14,4.06,3.18,1.73,—,—,—,—,—
