,Values
NAV,"9,912.26"
Open Price,"9,875.00"
Bid / Ask / Spread,"9,890.00 / 9,915.00 / 0.25%"
Volume / Avg,13.0 / 122.5
Day Range,"9,825.00 – 9,875.00"
Year Range,"9,730.00 – 11,260.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.150%
Total Assets,623.5 Bil
