,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-2.14
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-1.11
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,3.66
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-2.80
Percentile Rank,—,—,—,—,—,—,—,—,—,—,9
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,325"
