,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.51,0.56,-6.66,-3.94,-1.64,—,—,—,—,—,—
Total Return % (NAV),0.87,1.27,-6.61,-4.58,-1.29,—,—,—,—,—,-3.98
+/- Category (NAV),0.10,-0.22,0.49,2.20,3.58,—,—,—,—,—,—
+/- Index (NAV),0.87,0.01,-0.41,-0.87,-1.79,—,—,—,—,—,—
