,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.16,0.00
Non-U.S.Stock,94.82,0.00,94.82,95.78,99.99
Bonds,0.83,0.00,0.83,0.20,0.00
Other,0.00,0.00,0.00,0.80,0.00
Cash,-0.58,2.08,1.50,3.21,0.00
Not Classified,4.93,0.00,4.93,1.64,0.01
