Sectors,Fund %,Category %
Basic Materials,7.59,8.70
Consumer Cyclical,10.38,13.65
Financial Services,12.72,11.56
Real Estate,0.00,0.29
Communication Services,0.99,2.34
Energy,2.10,1.96
Industrials,7.89,10.46
Technology,45.49,38.20
Consumer Defensive,5.97,6.64
Healthcare,5.74,4.97
Utilities,1.13,1.23
