,Values
NAV,"8,141.50"
Open Price,"8,105.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,189.0 / 3,227.5"
Day Range,"8,100.00 – 8,215.00"
Year Range,"7,755.00 – 11,440.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.580%
Total Assets,8.1 Bil
