,Values
NAV,"8,176.84"
Open Price,"8,045.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"369.0 / 3,232.7"
Day Range,"8,000.00 – 8,045.00"
Year Range,"7,755.00 – 11,440.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.580%
Total Assets,8.2 Bil
