Sectors,Fund %,Category %
Basic Materials,7.28,6.42
Consumer Cyclical,10.96,10.04
Financial Services,11.45,14.39
Real Estate,0.04,0.89
Communication Services,2.52,2.37
Energy,1.77,1.90
Industrials,9.24,8.43
Technology,42.07,33.92
Consumer Defensive,6.08,6.36
Healthcare,7.41,14.24
Utilities,1.18,1.05
