,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),89.65,9.42,-15.13,-0.71,-14.56,-14.17,-29.23,37.55,10.63,-4.41,7.06
Fund (NAV),91.91,7.76,-15.47,-0.73,-14.74,-14.13,-29.34,37.62,9.94,-3.24,11.18
+/ Category (NAV),3.90,-4.95,6.54,-7.84,0.00,-2.27,1.05,9.40,-7.32,4.50,3.71
+/- Index (Price),-17.11,-8.57,3.66,-11.70,-1.41,-1.45,1.29,7.98,-13.99,2.14,2.28
Percentile Rank,35,91,3,83,57,85,29,25,90,1,38
# of Funds in Category,49,47,40,56,59,48,50,38,36,23,26
