,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-4.09,-6.76,-10.64,-1.02,7.06,9.45,6.20,-1.39,-1.54,—,-1.61
Total Return % (NAV),0.61,-0.46,-7.96,3.96,11.18,12.44,7.78,-0.45,-1.16,—,-1.27
+/- Category (NAV),0.44,-0.45,0.24,0.25,3.71,3.97,4.18,3.17,-0.01,—,—
+/- Index (NAV),1.47,5.29,2.98,2.36,6.40,4.23,3.20,2.15,-2.12,—,—
