Sectors,Fund %,Category %
Basic Materials,20.88,13.89
Consumer Cyclical,2.93,10.30
Financial Services,30.38,35.03
Real Estate,0.00,1.23
Communication Services,6.17,4.22
Energy,16.15,10.20
Industrials,4.77,4.21
Technology,0.00,2.13
Consumer Defensive,12.11,12.72
Healthcare,0.00,0.91
Utilities,6.60,5.16
