,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,31.62,-18.93,-3.99
Fund (NAV),—,—,—,—,—,—,—,—,31.56,-18.91,-3.58
+/ Category (NAV),—,—,—,—,—,—,—,—,9.08,-2.23,1.29
+/- Index (Price),—,—,—,—,—,—,—,—,-0.61,-1.30,-4.49
Percentile Rank,—,—,—,—,—,—,—,—,5,78,41
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,284"
