,Values
Sustainability Rate,Low
Percent Rank in Global Category,90%
Historical Sustainability Score,38.34
Global Category,Korea Equity
Portfolio ESG,48.22
Controversy Deduction,9.70
Sustainability Score,38.52
Sustainability Mandate,No
