Sectors,Fund %,Category %
Basic Materials,4.29,8.70
Consumer Cyclical,20.45,13.65
Financial Services,19.23,11.56
Real Estate,0.00,0.29
Communication Services,9.42,2.34
Energy,0.35,1.96
Industrials,17.41,10.46
Technology,23.63,38.20
Consumer Defensive,0.00,6.64
Healthcare,0.00,4.97
Utilities,5.21,1.23
