,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.34,-1.16,-7.24,-4.90,-3.99,-11.18,—,—,—,—,—
Total Return % (NAV),0.58,0.02,-7.14,-4.78,-3.58,-11.55,—,—,—,—,3.14
+/- Category (NAV),-0.19,-1.46,-0.04,2.00,1.29,1.34,—,—,—,—,—
+/- Index (NAV),0.58,-1.23,-0.94,-1.07,-4.08,-1.77,—,—,—,—,—
