,Values
NAV,"7,251.77"
Open Price,"7,150.00"
Bid / Ask / Spread,"6,465.00 / 7,885.00 / 19.79%"
Volume / Avg,"266,897.0 / 50,638.5"
Day Range,"7,130.00 – 7,185.00"
Year Range,"6,615.00 – 10,345.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.540%
Total Assets,27.9 Bil
