,Values
Sustainability Rate,Low
Percent Rank in Global Category,95%
Historical Sustainability Score,38.86
Global Category,Other Equity
Portfolio ESG,44.77
Controversy Deduction,5.15
Sustainability Score,39.62
Sustainability Mandate,No
