,Values
NAV,"7,251.77"
Open Price,"7,210.00"
Bid / Ask / Spread,"7,250.00 / 7,255.00 / 0.07%"
Volume / Avg,"34,603.0 / 48,052.3"
Day Range,"7,155.00 – 7,250.00"
Year Range,"6,615.00 – 10,345.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.540%
Total Assets,27.9 Bil
