,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,26.78,-15.69,-12.42
Fund (NAV),—,—,—,—,—,—,—,—,25.67,-15.83,-11.91
+/ Category (NAV),—,—,—,—,—,—,—,—,3.02,2.31,-2.95
+/- Index (Price),—,—,—,—,—,—,—,—,7.98,-3.81,2.67
Percentile Rank,—,—,—,—,—,—,—,—,24,32,71
# of Funds in Category,—,—,—,—,—,—,—,256,272,369,476
