,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,2.55,-11.93,-16.21,-12.42,-22.14,—,—,—,—,—
Total Return % (NAV),1.08,5.75,-12.41,-16.05,-11.91,-22.04,—,—,—,—,-4.71
+/- Category (NAV),0.20,2.30,-3.21,-4.25,-2.95,-4.18,—,—,—,—,—
+/- Index (NAV),1.08,5.67,-2.44,-0.33,3.18,-3.66,—,—,—,—,—
