,Values
NAV,"16,987.61"
Open Price,"17,075.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"274.0 / 66,196.9"
Day Range,"17,075.00 – 17,215.00"
Year Range,"14,580.00 – 17,260.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.470%
Total Assets,37.4 Bil
