,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,147.87,0.00,147.87,92.09,—
Other,0.01,0.00,0.01,0.18,—
Cash,-47.88,99.02,51.14,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
