,Values
NAV,"52,676.71"
Open Price,"52,660.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,80.0 / 175.1
Day Range,"52,660.00 – 52,660.00"
Year Range,"50,500.00 – 52,690.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.160%
Total Assets,6.1 Bil
