,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,2.65
Fund (NAV),—,—,—,—,—,—,—,—,—,—,2.60
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-0.36
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-2.64
Percentile Rank,—,—,—,—,—,—,—,—,—,—,54
# of Funds in Category,—,—,—,—,—,—,—,—,—,545,717
