,Values
NAV,"52,676.71"
Open Price,"52,745.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,86.0 / 172.9
Day Range,"52,745.00 – 52,775.00"
Year Range,"50,585.00 – 52,775.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.160%
Total Assets,6.1 Bil
