,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.22,0.28,1.07,1.97,2.88,4.48,—,—,—,—,—
Total Return % (NAV),-0.02,0.02,0.88,1.88,2.72,4.29,—,—,—,—,4.49
+/- Category (NAV),-0.02,-0.04,-0.16,-0.17,-0.39,-0.42,—,—,—,—,—
+/- Index (NAV),-0.32,-0.57,-1.43,-2.11,-2.89,-4.11,—,—,—,—,—
