,Values
NAV,"11,297.21"
Open Price,"11,225.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,53.0 / 148.0
Day Range,"11,180.00 – 11,260.00"
Year Range,"11,125.00 – 13,225.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.260%
Total Assets,15.8 Bil
