,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.44,-0.53,-7.58,-4.63,-3.11,-10.81,0.86,0.22,—,—,—
Total Return % (NAV),1.26,0.89,-6.61,-4.87,-2.32,-11.10,1.07,0.27,—,—,1.62
+/- Category (NAV),0.49,-0.59,0.49,1.91,2.55,1.79,2.11,1.24,—,—,—
+/- Index (NAV),1.26,-0.36,-0.41,-1.15,-2.81,-1.32,-3.31,-2.15,—,—,—
