,Values
NAV,"10,391.79"
Open Price,"10,345.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,729.0 / 4,626.4"
Day Range,"10,345.00 – 10,385.00"
Year Range,"10,205.00 – 10,955.00"
SEC Yield ,—
12-Month Yield ,1.90%
Premium ,—
Expense Ratio,0.230%
Total Assets,18.7 Bil
