,Values
NAV,"10,389.96"
Open Price,"10,330.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"6,465.0 / 4,673.5"
Day Range,"10,330.00 – 10,365.00"
Year Range,"10,205.00 – 10,955.00"
SEC Yield ,—
12-Month Yield ,1.90%
Premium ,—
Expense Ratio,0.230%
Total Assets,18.7 Bil
