,Fund,Cat. Average,Index
Price/Earnings ,6.81,9.22,—
Price/Book ,0.89,0.83,—
Price/Sales ,0.47,0.46,—
Price/Cash Flow ,5.99,3.89,—
Dividend Yield % ,2.48,2.81,—
Long-Term Earnings % ,12.68,5.87,—
Historical Earnings % ,5.00,3.24,—
Sales Growth % ,5.59,1.97,—
Cash-Flow Growth % ,-9.49,-5.54,—
Book-Value Growth % ,6.12,6.47,—
