,Values
NAV,"10,389.96"
Open Price,"10,375.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,867.0 / 4,615.3"
Day Range,"10,370.00 – 10,395.00"
Year Range,"10,205.00 – 10,955.00"
SEC Yield ,—
12-Month Yield ,1.90%
Premium ,—
Expense Ratio,0.230%
Total Assets,18.7 Bil
