,Values
NAV,"10,916.09"
Open Price,"10,930.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,570.0 / 3,423.1"
Day Range,"10,930.00 – 11,050.00"
Year Range,"9,300.00 – 11,085.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.670%
Total Assets,10.9 Bil
