,Values
NAV,"10,892.58"
Open Price,"11,015.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"556.0 / 3,764.1"
Day Range,"10,950.00 – 11,035.00"
Year Range,"9,300.00 – 11,085.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.670%
Total Assets,10.9 Bil
