,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,89%
Historical Sustainability Score,38.84
Global Category,Korea Equity
Portfolio ESG,42.74
Controversy Deduction,3.36
Sustainability Score,39.38
Sustainability Mandate,No
