,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,14.38,-10.82,-11.87
Fund (NAV),—,—,—,—,—,—,—,—,15.60,-11.72,-11.52
+/ Category (NAV),—,—,—,—,—,—,—,—,-6.88,4.96,-6.74
+/- Index (Price),—,—,—,—,—,—,—,—,-17.85,6.82,-12.53
Percentile Rank,—,—,—,—,—,—,—,—,90,10,94
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,325"
