,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.41,0.77,-8.77,-11.00,-11.87,-16.57,—,—,—,—,—
Total Return % (NAV),-0.36,-0.27,-9.10,-12.15,-11.52,-16.64,—,—,—,—,-3.37
+/- Category (NAV),-0.41,-0.09,-2.07,-4.19,-6.74,-2.90,—,—,—,—,—
+/- Index (NAV),-0.67,0.37,-3.15,-7.68,-12.18,-6.24,—,—,—,—,—
