,Values
NAV,"8,558.49"
Open Price,"8,535.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4.0 / 12,464.7"
Day Range,"8,535.00 – 8,535.00"
Year Range,"8,440.00 – 10,675.00"
SEC Yield ,—
12-Month Yield ,1.77%
Premium ,—
Expense Ratio,0.290%
Total Assets,41.9 Bil
