,Values
NAV,"8,549.70"
Open Price,"8,440.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2.0 / 12,758.5"
Day Range,"8,440.00 – 8,465.00"
Year Range,"8,440.00 – 10,675.00"
SEC Yield ,—
12-Month Yield ,1.77%
Premium ,—
Expense Ratio,0.290%
Total Assets,41.9 Bil
