,Fund,Cat. Average,Index
Price/Earnings ,9.11,11.02,12.13
Price/Book ,0.82,0.84,0.86
Price/Sales ,0.38,0.53,0.65
Price/Cash Flow ,3.55,3.46,3.66
Dividend Yield % ,2.17,3.08,3.48
Long-Term Earnings % ,14.67,10.07,3.69
Historical Earnings % ,-1.50,15.26,14.88
Sales Growth % ,-4.49,11.25,4.89
Cash-Flow Growth % ,-10.72,16.83,15.05
Book-Value Growth % ,0.21,10.86,8.56
