,Values
Sustainability Rate,Low
Percent Rank in Global Category,96%
Historical Sustainability Score,36.52
Global Category,Korea Equity
Portfolio ESG,38.38
Controversy Deduction,1.62
Sustainability Score,36.76
Sustainability Mandate,No
