,Values
NAV,"5,433.90"
Open Price,"5,390.00"
Bid / Ask / Spread,"4,875.00 / 5,950.00 / 19.86%"
Volume / Avg,68.0 / 206.5
Day Range,"5,390.00 – 5,410.00"
Year Range,"5,205.00 – 7,280.00"
SEC Yield ,—
12-Month Yield ,0.53%
Premium ,—
Expense Ratio,0.580%
Total Assets,4.3 Bil
