,Values
NAV,"5,466.32"
Open Price,"5,450.00"
Bid / Ask / Spread,"4,955.00 / 6,050.00 / 19.90%"
Volume / Avg,62.0 / 208.0
Day Range,"5,450.00 – 5,505.00"
Year Range,"5,205.00 – 7,280.00"
SEC Yield ,—
12-Month Yield ,0.53%
Premium ,—
Expense Ratio,0.580%
Total Assets,4.4 Bil
