,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.92,-2.43,-10.36,-18.28,-20.04,-21.66,-8.78,—,—,—,—
Total Return % (NAV),-0.59,2.24,-10.61,-17.42,-19.46,-21.45,-8.80,—,—,—,-12.68
+/- Category (NAV),-1.36,0.76,-3.51,-10.64,-14.59,-8.57,-7.76,—,—,—,—
+/- Index (NAV),-0.59,0.99,-4.42,-13.71,-19.95,-11.67,-13.17,—,—,—,—
