,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,85%
Historical Sustainability Score,40.89
Global Category,Financials Sector Equity
Portfolio ESG,44.54
Controversy Deduction,2.40
Sustainability Score,42.14
Sustainability Mandate,No
