,Values
NAV,"6,337.28"
Open Price,"6,270.00"
Bid / Ask / Spread,"5,625.00 / 6,375.00 / 12.50%"
Volume / Avg,"48,363.0 / 108,112.5"
Day Range,"6,215.00 – 6,295.00"
Year Range,"5,500.00 – 7,430.00"
SEC Yield ,—
12-Month Yield ,3.01%
Premium ,—
Expense Ratio,0.470%
Total Assets,58.6 Bil
